Date,Level,Slope,Curveature,Decay
,,,,
2001-07-31 00:00:00,5.797202801934016,-2.1272885903403926,-3.419780771938771,1.1753045323521703
2001-08-01 00:00:00,-0.03799134523505597,3.4657994852928584,13.059788445032764,17.69995546312954
2001-08-02 00:00:00,2.1289123481005414,1.295196883039262,9.801242134812417,14.299623821480715
2001-08-03 00:00:00,2.9872876965318373,0.42880722316754877,8.41280164020291,12.762627189959069
2001-08-06 00:00:00,2.3705346418986974,1.0380278337389022,9.49708064813784,13.811456960109437
2001-08-07 00:00:00,2.6353709806505927,0.7769642921931345,9.070164402503131,13.375351815894996
2001-08-08 00:00:00,5.769785069002574,-2.1476030721458774,-3.5184646711019263,1.105269300377241
2001-08-09 00:00:00,2.087619138327935,1.266173254509254,9.833919783809865,14.62621298807363
2001-08-10 00:00:00,5.773737595537996,-2.1908628715902476,-3.5659548986570626,1.0932021446861184
2001-08-13 00:00:00,5.781214728419069,-2.1966337539935976,-3.600865604120236,1.130466844149343
2001-08-14 00:00:00,5.77621334133059,-2.237123762795799,-3.3321628018432508,1.1601767680619606
2001-08-15 00:00:00,3.315923511288818,0.015968881115544856,7.633834922193651,12.616340156986947
2001-08-16 00:00:00,5.737809822510785,-2.2631707827503558,-3.143923196279846,1.166378577344982
2001-08-17 00:00:00,5.690633620842791,-2.244075122694345,-3.122415773084673,1.246988903970868
2001-08-20 00:00:00,5.723140815745043,-2.2408920242884993,-3.0105000966440594,1.2380881541446276
2001-08-21 00:00:00,5.7168926908088515,-2.2574971139156657,-3.109017966091187,1.2541408165186771
2001-08-22 00:00:00,5.699519933598988,-2.2585763087371085,-2.872688021978519,1.2412112789388985
2001-08-23 00:00:00,5.670374189323946,-2.1910565922961163,-3.0116103575565556,1.214122929144339
2001-08-24 00:00:00,5.7121521074727735,-2.2346217504344104,-2.9384795474370597,1.2311667756575457
2001-08-27 00:00:00,2.523205731149557,0.8264964095478329,8.8083209583106,14.390971785912651
2001-08-28 00:00:00,0.7329669431100218,2.5939596569237535,11.522554621100591,17.606998284215276
2001-08-29 00:00:00,-0.5778970784220998,3.889131311017074,13.361192596535815,19.661571170833323
2001-08-30 00:00:00,0.20620020584855356,3.034682685882357,12.368570289456503,18.167227634698452
2001-08-31 00:00:00,1.4579938798444856,1.7905888316946357,10.469737847152901,16.07970500376338
2001-09-04 00:00:00,4.21603150115052,-0.8880393472532868,5.805799672637936,10.69415720609899
2001-09-05 00:00:00,3.649438431017382,-0.33693583030927843,6.890060453328556,11.915604151498334
2001-09-06 00:00:00,1.124820677602756,2.131245621009785,11.072544123255303,16.550797100808218
2001-09-07 00:00:00,0.019833548009263496,3.145475204692874,12.861303916611309,18.190517015908586
2001-09-10 00:00:00,-1.328000495972204,4.499124743054294,15.051917115910088,19.694013965581778
2001-09-13 00:00:00,5.800752458654926,-3.0264735904611535,-3.7459440355538463,1.5307135279129296
2001-09-14 00:00:00,5.81618020368928,-3.189667736420966,-3.638380322651488,1.6746996644614192
2001-09-17 00:00:00,5.862059468189667,-3.33809382774379,-3.156680230912366,1.7269519892167566
2001-09-18 00:00:00,6.05539481977786,-3.6643300810937283,-2.9483768551476333,1.8674795748333342
2001-09-19 00:00:00,6.106972068633444,-4.0446045069009084,-2.6007779515803353,2.0132386086651524
2001-09-20 00:00:00,6.183617624010248,-4.0982172121324085,-2.213885246647413,2.156084819198372
2001-09-21 00:00:00,6.131119606267506,-4.0060145074414235,-2.4332180477722285,2.0789064163150517
2001-09-24 00:00:00,6.048978924220585,-3.7003857568398293,-3.4644088451955075,1.6534709412807416
2001-09-25 00:00:00,6.012580429230266,-3.499374595336065,-4.432467258500649,1.432524278439707
2001-09-26 00:00:00,5.936939733743979,-3.4696897058562497,-4.349969648904801,1.4522459313804341
2001-09-27 00:00:00,5.896291648649831,-3.5439697171630002,-3.953993585086451,1.5512966096275116
2001-09-28 00:00:00,5.861622495299434,-3.550484147685789,-3.4192763350941164,1.6042413575043253
2001-10-01 00:00:00,5.81199837282224,-3.5154997902144856,-3.3984348054663456,1.6131584832630967
2001-10-02 00:00:00,5.758891402234391,-3.5028206980912797,-3.6153885967493644,1.5151633427457536
2001-10-03 00:00:00,5.732351578392502,-3.5335641773143895,-3.4797630494407517,1.5274987237326714
2001-10-04 00:00:00,5.707463930634119,-3.501799638130167,-3.682415415612662,1.436598462002327
2001-10-05 00:00:00,5.7163250433175765,-3.517923924109465,-3.8587246435834084,1.421172824341606
2001-10-09 00:00:00,5.787151881909837,-3.5453815654077254,-4.100593763150555,1.3401300252365427
2001-10-10 00:00:00,5.725985407575501,-3.4463148329790156,-4.165735616465641,1.2764982898600288
2001-10-11 00:00:00,5.7868478020991585,-3.5101273315453585,-3.7939265977287637,1.3208613289817348
2001-10-12 00:00:00,5.803603510160349,-3.507608452907995,-4.121134264746642,1.2980517518054835
2001-10-15 00:00:00,5.756917695707108,-3.446560653391085,-4.180182537246633,1.3013675036417012
2001-10-16 00:00:00,5.7345206930042565,-3.4499346461519944,-4.108877555600394,1.3261701719241792
2001-10-17 00:00:00,5.681638153460647,-3.3870261563098945,-4.074382932807891,1.2792025340797162
2001-10-18 00:00:00,5.6874995303825555,-3.441453192172465,-3.9855217677185566,1.305165867441941
2001-10-19 00:00:00,5.72883724315915,-3.463933506156141,-4.249839179093306,1.247366883378034
2001-10-22 00:00:00,5.714220747308129,-3.4399308940160154,-4.195751774679354,1.2366802637504288
2001-10-23 00:00:00,5.725497372082451,-3.440226113300941,-4.283785214346045,1.2000199238785174
2001-10-24 00:00:00,5.66234767393076,-3.379242649988341,-4.478285920037048,1.1787625942309097
2001-10-25 00:00:00,5.636969408889766,-3.369874748375995,-4.659498632353202,1.1865354575538019
2001-10-26 00:00:00,5.624597900907138,-3.3723832682935115,-4.552817251943786,1.2099134562035767
2001-10-29 00:00:00,5.607736843135331,-3.3699540277225086,-4.822988214373937,1.1912371573942448
2001-10-30 00:00:00,5.5867587256849145,-3.4128261607948303,-4.8484080877233415,1.2200639413681604
2001-10-31 00:00:00,5.2906456309066145,-3.1049193634838206,-4.741335341177955,1.1192720783005756
2001-11-01 00:00:00,5.181454091411762,-2.9753527887325872,-4.526162523089534,1.0852536257589316
2001-11-02 00:00:00,5.36308112241042,-3.232204213176395,-4.71600903618203,1.0893282368480761
2001-11-05 00:00:00,5.268082267237609,-3.154333117176055,-4.550970359213422,1.0925295379873698
2001-11-06 00:00:00,5.315171335412183,-3.3332397020763858,-4.593563001645959,1.180050674166483
2001-11-07 00:00:00,5.22525350238517,-3.3024034180976862,-4.521186381105316,1.1823297923423084
2001-11-08 00:00:00,5.2991619633945835,-3.3737456829734715,-4.330948510763971,1.1745852668262105
2001-11-09 00:00:00,5.304272200961212,-3.3920158959676887,-4.23181802986129,1.1589607809195532
2001-11-13 00:00:00,5.335757164791128,-3.4165039944020075,-4.099443819856116,1.1314832510576998
2001-11-14 00:00:00,5.410479286887167,-3.4538765126609503,-4.121418953708144,1.053644662095244
2001-11-15 00:00:00,5.596645881521919,-3.670618398526214,-3.5702114620284826,1.0278848791538722
2001-11-16 00:00:00,5.676224361825503,-3.7150521063017186,-3.6840655741078248,0.9536160937924982
2001-11-19 00:00:00,5.606689173872674,-3.6214887651916965,-3.9773298920684854,0.9843956164115347
2001-11-20 00:00:00,5.694815748207905,-3.7038137766216224,-4.126174459026426,0.9722791982432362
2001-11-21 00:00:00,4.906751955270147,-3.121250494387449,5.820341657588631,5.825884079997285
2001-11-23 00:00:00,5.15244734428779,-3.3824330807050624,5.217705793697495,5.1751535814192255
2001-11-26 00:00:00,5.148628415247476,-3.3619576094741435,5.236232659674096,5.162981470485885
2001-11-27 00:00:00,5.756761759025343,-3.7894338057735735,-4.199216867734066,0.8832467204191544
2001-11-28 00:00:00,5.028223507135256,-3.335223579966629,5.6063833452599505,5.50834449975695
2001-11-29 00:00:00,4.196397412837712,-2.5741531600805345,7.58739094022912,7.341125822277588
2001-11-30 00:00:00,5.677118282523829,-3.8235019335383074,-4.628328042986763,0.9380824352374493
2001-12-03 00:00:00,5.660285681160685,-3.841190936227159,-4.320668855366498,0.9934677645219699
2001-12-04 00:00:00,4.695226956451663,-3.1106589249416063,6.020229407345754,6.547554792495921
2001-12-05 00:00:00,5.3176795727198165,-3.734612699978074,4.51714156635202,4.777237251652708
2001-12-06 00:00:00,5.665196943987602,-4.129597437627624,3.434128683980497,3.7469800684497994
2001-12-07 00:00:00,5.587710198353856,-4.123845639560662,4.893062808738973,4.429663141829315
2001-12-10 00:00:00,5.358515768247127,-3.893686030842616,5.717943590363196,5.045488245136505
2001-12-11 00:00:00,5.230520831708197,-3.7976343765813425,6.075501562087984,5.364975354307726
2001-12-12 00:00:00,5.892325011452638,-4.243147255438685,-4.306393304205292,0.9287975972143099
2001-12-13 00:00:00,5.3484940923955415,-3.8784747926108034,5.502504713216018,4.973481104669757
2001-12-14 00:00:00,5.43540509324633,-3.9588221188579173,5.5132821218793335,4.724260526407678
2001-12-17 00:00:00,5.435293551642833,-3.938003384941532,5.594850964175869,4.780581503817982
2001-12-18 00:00:00,5.333359628634372,-3.841073636109175,5.525221630138713,4.875513378712284
2001-12-19 00:00:00,5.378090233716156,-3.9024401416110535,4.963844899758982,4.61584256152467
2001-12-20 00:00:00,5.419611545053031,-3.9686053514798125,4.7316795173985415,4.32451169556217
2001-12-21 00:00:00,5.402006599007452,-3.938952602010025,4.942130304352293,4.410784724896119
2001-12-24 00:00:00,5.44704786053193,-3.986011660338062,4.9923194163923315,4.338259877143197
2001-12-26 00:00:00,5.461100545376246,-3.9311483872137205,5.0286261350065065,4.351088426121313
2001-12-27 00:00:00,5.4565378271875655,-3.939731182417462,4.810677486016685,4.438087289281548
2001-12-28 00:00:00,5.474350217116161,-3.972653733339919,4.997869505998488,4.586319743092371
2001-12-31 00:00:00,5.322287476643614,-3.828411791444455,5.287040117275284,4.942363323611934
2002-01-02 00:00:00,5.526300271364105,-4.021057132875107,4.917909450949419,4.412633939643719
2002-01-03 00:00:00,5.49690464240796,-4.001416748265915,4.923797828743453,4.494509179745236
2002-01-04 00:00:00,5.519767419439402,-4.032307708941789,5.013323220113837,4.515728067093304
2002-01-07 00:00:00,5.355517536736409,-3.890807590493668,5.256371629676746,4.8333115502081645
2002-01-08 00:00:00,5.36138704647726,-3.8949733587026416,5.312283215772161,4.901924585699896
2002-01-09 00:00:00,5.283651717205663,-3.8241346281924082,5.611437195551979,5.106675961954176
2002-01-10 00:00:00,5.104360271602298,-3.6503901183366203,5.790532608579263,5.436725823605922
2002-01-11 00:00:00,5.805663284394005,-4.205133095892516,-4.639052741555186,0.9427745454254148
2002-01-14 00:00:00,5.806013266899367,-4.2183709050914375,-4.500614757167183,0.9491706778150943
2002-01-15 00:00:00,4.831975970301831,-3.4389178603299717,6.394178722896613,6.040018427609954
2002-01-16 00:00:00,5.058697948589701,-3.6651894360865924,5.710241268845567,5.587803120195799
2002-01-17 00:00:00,5.273289306656233,-3.868273422962877,5.178345843791651,4.945161476068809
2002-01-18 00:00:00,5.148153177996687,-3.7515239180341733,5.418999952551961,5.153369442616838
2002-01-22 00:00:00,5.184720766579075,-3.7158914865040735,5.342921779690103,5.1690240726115535
2002-01-23 00:00:00,5.374920108891038,-3.8983854651692647,5.062134363464238,4.840562329896582
2002-01-24 00:00:00,5.544935506477223,-4.070027917399879,4.182451882648376,4.132034151998587
2002-01-25 00:00:00,5.53395371884568,-4.0633976678537564,4.262696343403487,4.045208350555648
2002-01-28 00:00:00,5.505484387226085,-3.9977689476685,4.379705958672152,4.107334964414579
2002-01-29 00:00:00,5.316464346561718,-3.8046170680772673,4.824870190338434,4.679307100278276
2002-01-30 00:00:00,5.368350255632118,-3.854035136845131,4.64153817181422,4.5444784510681515
2002-01-31 00:00:00,5.529644333611417,-4.01943692208779,4.034667942301961,3.9992417302597607
2002-02-01 00:00:00,5.367441061101804,-3.855118680705395,4.593261520375004,4.471899157917446
2002-02-04 00:00:00,5.2227836990786685,-3.6867666862900372,4.903443976851357,4.9325412525932615
2002-02-05 00:00:00,5.297854427092105,-3.7500035800687694,4.544799698924575,4.756910615098708
2002-02-06 00:00:00,5.281964383314593,-3.7513397426770436,4.823271965316187,4.927204239831939
2002-02-07 00:00:00,5.424405768785626,-3.9167988663655784,4.406081644148222,4.609014929988927
2002-02-08 00:00:00,5.322867173908692,-3.820091108656583,4.688905715433989,4.8851584380082995
2002-02-11 00:00:00,5.312846491897156,-3.7676352328268763,4.8100430987525495,5.047266018068191
2002-02-12 00:00:00,5.459416941019426,-3.90858124736338,4.411435123958702,4.618058203056587
2002-02-13 00:00:00,5.519164111202573,-3.9777276232400984,4.266404412895907,4.398610309828482
2002-02-14 00:00:00,5.491362813354706,-3.9548176384521687,4.039821607579907,4.299358215751657
2002-02-15 00:00:00,5.4163204437475665,-3.8908397311764364,4.116494700091987,4.56349388925227
2002-02-19 00:00:00,5.854292427947551,-4.186637536910343,-3.508127862642571,1.0555160432690918
2002-02-20 00:00:00,5.836891029854152,-4.156430884007375,-3.5393599046288147,1.036496681840987
2002-02-21 00:00:00,5.831288660698166,-4.144443148256843,-3.5379189947530922,1.037228533725258
2002-02-22 00:00:00,5.791514964348202,-4.10747151311023,-3.5373973068176094,1.045707882398702
2002-02-25 00:00:00,5.807519835862011,-4.125325003289081,-3.362266302284368,1.0588844058443634
2002-02-26 00:00:00,5.838413688139678,-4.143037922912233,-3.4407830610995767,1.0033759609014894
2002-02-27 00:00:00,5.84420685231269,-4.293838827447195,1.6760239396009495,3.1317845285971124
2002-02-28 00:00:00,5.8151356136784065,-4.128431931107467,-3.4850328433669087,1.0054141861472505
2002-03-01 00:00:00,5.869876084683179,-4.17291085509316,-3.611533007862946,0.9236647885423949
2002-03-04 00:00:00,5.891750407118382,-4.20602081725712,-3.3372289573937532,0.9568122673723924
2002-03-05 00:00:00,5.867864269653403,-4.168123416829844,-3.515479652580731,0.909393126540641
2002-03-06 00:00:00,5.934297349535172,-4.25417253312754,-3.523866686766311,0.9324296703885661
2002-03-07 00:00:00,6.029112336699616,-4.514321257532581,2.472954851876961,2.898862412076283
2002-03-08 00:00:00,6.121661500503543,-4.6227591575229905,1.5364508259187464,2.12052276828785
2002-03-11 00:00:00,6.108033573132118,-4.556480055257157,1.802541681898222,2.294264307169925
2002-03-12 00:00:00,6.138604453337104,-4.584570919828027,1.7270063700192382,2.333383591294901
2002-03-13 00:00:00,6.150197901413201,-4.609215468286559,1.6046700766125626,2.3944391916756755
2002-03-14 00:00:00,6.208214389165463,-4.673231451452285,1.785128338549282,2.2832027827428143
2002-03-15 00:00:00,6.154772334351643,-4.619026020954514,1.4385943825538963,2.0867505544219624
2002-03-18 00:00:00,6.120438813278439,-4.585064551828509,0.8764357659153325,1.7929371292722855
2002-03-19 00:00:00,6.147732196240842,-4.609630603879896,1.1651790807572318,1.9639564828413396
2002-03-20 00:00:00,6.189909215097634,-4.670690195366472,1.3300603623941132,1.9460622068843085
2002-03-21 00:00:00,6.148822406314824,-4.650841584470663,1.444389002595499,1.8989936899327096
2002-03-22 00:00:00,6.169743056938841,-4.674020401376762,1.2408785791289365,1.7962645341815515
2002-03-25 00:00:00,6.181887512615951,-4.672169408165865,1.0041557029636934,1.7104515623507088
2002-03-26 00:00:00,6.114144233742073,-4.585438961202701,1.4917029709953868,1.993381034762952
2002-03-27 00:00:00,6.129069988413504,-4.632608996714719,1.4237778704333057,1.9643222582935869
2002-03-28 00:00:00,6.189294714687849,-4.707137879347657,1.424785674323571,1.915135481233763
2002-04-01 00:00:00,6.2074998453470425,-4.696974682942869,1.2193509797764979,1.846506784635422
2002-04-02 00:00:00,6.142389829127742,-4.618398632757294,1.4220620147432865,2.0312154938968208
2002-04-03 00:00:00,6.11705927323148,-4.603265393462456,1.2959270920677797,2.0736195414088154
2002-04-04 00:00:00,6.099102434348975,-4.599248726863267,1.1211571293163551,1.9626212820175233
2002-04-05 00:00:00,6.07488324157363,-4.585734096998453,0.9565806505153663,1.9849874260616451
2002-04-08 00:00:00,6.130797385723037,-4.635047110118761,0.6983051721757146,1.9154317533785428
2002-04-09 00:00:00,6.083311953441227,-4.616220206817327,0.7428828170345173,1.9050352434053741
2002-04-10 00:00:00,6.088396518459438,-4.6477203237524565,1.1269806119504298,2.04142727757955
2002-04-11 00:00:00,6.078384263650632,-4.635202436216092,1.0032161733457328,2.0065618441471997
2002-04-12 00:00:00,6.084022403316849,-4.64212220724612,0.8980102662508458,2.060403972126309
2002-04-15 00:00:00,6.056976745483183,-4.605657191522977,0.7792471827223566,2.035287466361908
2002-04-16 00:00:00,6.081693997036345,-4.628333329451788,0.9964118589849152,2.0786537555510387
2002-04-17 00:00:00,6.168899719964807,-4.725095262133773,1.2047240536731578,2.2556194596247154
